order_id,order_timestamp,origin_zip,destination_zip,carrier_code,item_category,distance_miles,warehouse_processing_hours,weather_score,holiday_flag,weekend_flag,historical_carrier_delay_days,actual_delivery_days
12256,2024-05-19 01:54:20,76172,17271,CARRIER_C,perishable,1900.7,8.8,1.0,0,1,0.6,4.94
12257,2025-09-25 18:29:32,77722,36510,CARRIER_B,oversize,443.1,16.7,8.4,0,0,2.72,2.35
12258,2024-05-13 17:19:27,84191,96790,CARRIER_D,fragile,846.2,32.7,5.9,0,0,1.45,5.14
12259,2024-04-28 08:15:36,81397,53782,CARRIER_C,oversize,859.1,66.3,9.1,0,1,2.21,6.49
12260,2024-11-20 21:01:06,53706,33503,CARRIER_C,standard,74.8,56.6,1.8,0,0,0.98,3.33
12261,2025-05-19 15:06:31,94539,04183,CARRIER_B,standard,1014.3,45.8,6.8,0,0,2.19,5.89
12262,2024-05-18 04:38:50,56651,04561,CARRIER_E,fragile,1699.3,47.2,4.4,0,1,2.64,7.23
12263,2025-07-03 22:23:15,69516,18360,CARRIER_C,fragile,860.8,70.4,2.1,1,0,0.27,6.62
12264,2024-04-24 09:31:55,13843,61436,CARRIER_E,fragile,2821.7,54.8,3.0,0,0,0.61,9.22
12265,2025-07-24 16:27:45,54213,21314,CARRIER_A,perishable,2528.5,65.0,0.5,0,0,1.54,7.47
12266,2024-03-10 23:48:34,29548,25293,CARRIER_E,standard,2293.7,37.2,3.2,0,1,1.77,8.15
12267,2024-12-05 00:52:20,80136,83527,CARRIER_C,fragile,2299.7,34.7,7.1,0,0,0.34,7.77
12268,2025-04-12 07:48:00,66739,27844,CARRIER_E,fragile,301.9,12.1,4.5,0,1,0.48,2.64
12269,2024-07-12 20:57:13,70153,68228,CARRIER_B,fragile,2581.4,50.6,9.9,0,0,2.29,9.65
12270,2025-03-22 19:40:51,76686,52442,CARRIER_C,oversize,1610.3,16.5,3.8,0,1,1.85,5.25
12271,2025-05-17 17:08:09,62771,60748,CARRIER_A,oversize,762.7,29.8,5.6,0,1,0.67,2.7
12272,2025-04-19 14:51:13,08191,05584,CARRIER_B,fragile,103.8,62.1,7.2,0,1,2.21,5.09
12273,2024-10-16 17:36:23,23008,02328,CARRIER_A,perishable,2304.5,29.2,7.4,0,0,2.47,7.44
12274,2025-07-18 12:12:58,96094,43127,CARRIER_B,standard,2162.7,25.1,4.1,0,0,1.17,6.63
12275,2025-06-18 02:44:17,69323,39733,CARRIER_C,perishable,1166.0,48.7,5.6,0,0,1.62,5.88
12276,2024-08-26 05:47:32,95356,73401,CARRIER_B,oversize,2190.6,37.8,8.8,0,0,0.74,7.44
12277,2025-06-19 09:30:16,06960,09947,CARRIER_C,perishable,1061.9,60.9,2.3,0,0,1.72,4.93
12278,2025-11-01 10:47:01,18759,66154,CARRIER_E,oversize,2291.0,19.6,7.8,0,1,1.96,8.0
12279,2025-08-19 04:42:32,66507,06508,CARRIER_E,fragile,318.6,21.5,0.2,0,0,0.47,2.56
12280,2025-06-19 05:44:41,04520,83320,CARRIER_D,perishable,2846.9,60.5,0.8,0,0,2.25,8.58
12281,2025-07-13 13:22:44,06975,06029,CARRIER_D,oversize,827.6,18.5,1.0,0,1,1.54,3.53
12282,2025-08-10 10:29:40,34103,04226,CARRIER_C,perishable,366.7,56.3,5.1,0,1,2.56,4.81
12283,2024-07-30 01:22:06,67682,98820,CARRIER_B,standard,2947.6,24.1,0.6,0,0,0.14,7.27
12284,2025-06-10 07:15:25,95869,45412,CARRIER_C,oversize,2175.8,16.6,1.8,0,0,0.63,5.98
12285,2024-05-25 13:55:30,97397,44877,CARRIER_D,fragile,1140.8,44.7,5.6,0,1,0.64,6.37
12286,2024-09-18 16:08:34,44301,73880,CARRIER_B,standard,867.6,8.7,3.6,0,0,1.11,2.09
12287,2025-11-13 04:55:16,73428,26820,CARRIER_C,oversize,762.4,24.0,7.6,0,0,2.63,4.45
12288,2024-07-25 14:43:45,31369,40347,CARRIER_C,oversize,543.1,15.7,8.7,0,0,1.55,3.9
12289,2025-09-07 20:15:48,70585,43841,CARRIER_D,oversize,952.7,53.9,6.7,0,1,2.39,6.45
12290,2024-11-04 10:29:56,89468,22353,CARRIER_E,fragile,584.8,27.9,7.8,0,0,1.31,5.06
12291,2024-06-02 04:48:47,63270,53587,CARRIER_D,fragile,1962.1,63.3,3.9,0,1,0.35,8.05
12292,2024-03-11 19:58:18,13427,00816,CARRIER_C,standard,2594.9,6.4,2.0,1,0,1.72,7.69
12293,2025-02-04 04:48:32,27955,85652,CARRIER_D,oversize,643.1,40.4,2.2,0,0,2.62,4.24
12294,2024-11-25 10:26:03,94109,02810,CARRIER_C,fragile,2769.9,31.3,8.5,0,0,1.46,9.62
12295,2025-01-08 06:44:49,78871,20188,CARRIER_A,standard,2018.7,29.8,1.8,0,0,2.64,5.87
12296,2024-02-01 11:49:48,80899,17634,CARRIER_E,fragile,885.7,29.5,3.6,0,0,0.08,5.37
12297,2024-07-14 17:31:35,05047,50442,CARRIER_B,oversize,2585.1,9.2,6.4,0,1,1.38,6.1
12298,2024-01-03 21:07:59,38357,90691,CARRIER_A,fragile,1804.4,66.1,1.7,0,0,1.53,7.01
12299,2024-08-08 19:36:35,51638,59317,CARRIER_C,perishable,1907.4,55.0,6.1,0,0,1.2,7.42
12300,2025-11-10 23:51:41,78737,57503,CARRIER_A,fragile,2191.0,39.7,4.2,0,0,1.97,6.24
12301,2024-04-21 04:30:08,10370,68231,CARRIER_D,perishable,661.9,65.4,4.9,0,1,1.92,6.38
12302,2025-05-18 05:10:54,75611,30063,CARRIER_D,perishable,1180.6,20.4,8.3,0,1,1.94,6.14
12303,2024-01-05 05:15:57,61278,85311,CARRIER_A,fragile,383.2,48.5,1.7,0,0,1.69,2.39
12304,2025-02-14 03:33:30,57986,69186,CARRIER_C,oversize,2495.0,69.3,6.4,0,0,1.6,9.62
12305,2025-11-03 06:48:23,86279,91198,CARRIER_E,perishable,561.7,15.0,6.1,0,0,1.44,4.22
12306,2024-09-06 00:06:27,78144,50819,CARRIER_A,fragile,196.5,69.3,3.3,0,0,0.09,2.82
12307,2024-05-23 22:16:01,71258,75176,CARRIER_E,oversize,1652.3,30.1,5.8,0,0,2.97,6.8
12308,2025-02-20 11:49:33,50009,70375,CARRIER_E,oversize,1847.1,68.2,7.6,0,0,1.05,8.61
12309,2024-07-22 15:07:54,97239,04464,CARRIER_A,fragile,1659.1,44.9,4.8,0,0,1.23,5.42
12310,2025-10-12 20:24:27,84241,26829,CARRIER_C,oversize,535.4,27.5,4.4,0,1,0.85,3.35
12311,2025-09-11 18:26:50,29857,69097,CARRIER_E,fragile,353.8,22.1,8.8,0,0,2.56,5.0
12312,2025-04-21 05:41:59,79328,63842,CARRIER_A,oversize,1980.3,44.1,2.2,0,0,1.24,5.8
12313,2025-04-11 11:58:42,56926,17443,CARRIER_D,fragile,2259.0,67.7,1.2,0,0,2.65,7.77
12314,2025-03-15 19:29:04,90633,92768,CARRIER_A,fragile,2589.4,30.4,1.2,0,1,1.64,6.44
12315,2025-06-20 18:18:58,37383,81202,CARRIER_D,standard,1356.4,56.4,2.7,0,0,1.33,6.35
12316,2024-12-01 22:46:58,79753,73789,CARRIER_B,oversize,2953.4,67.7,7.1,0,1,0.84,10.69
12317,2025-12-08 21:55:42,26056,80534,CARRIER_B,oversize,1159.4,51.4,6.6,1,0,1.3,6.43
12318,2024-09-09 08:36:43,92094,22917,CARRIER_A,perishable,2389.5,7.8,4.5,0,0,1.29,5.25
12319,2024-01-07 12:36:13,17311,33605,CARRIER_D,fragile,199.5,7.1,3.7,1,1,2.86,2.86
12320,2025-05-24 22:32:43,17817,81006,CARRIER_E,oversize,2848.6,19.5,3.0,0,1,0.35,8.47
12321,2025-04-28 10:13:24,98038,28210,CARRIER_E,perishable,2901.4,23.6,8.9,0,0,2.29,8.79
12322,2025-12-17 02:47:09,27731,19916,CARRIER_A,oversize,2215.1,21.0,0.0,0,0,0.79,5.27
12323,2024-10-15 14:06:21,51912,86047,CARRIER_A,fragile,2676.5,42.9,3.8,0,0,1.38,7.27
12324,2024-11-06 01:45:17,45246,32513,CARRIER_B,perishable,1286.7,16.2,8.2,0,0,0.96,4.59
12325,2025-02-14 06:15:04,78727,80185,CARRIER_E,perishable,2482.1,11.3,5.8,0,0,2.47,7.99
12326,2024-10-13 07:26:06,24281,24677,CARRIER_E,fragile,2487.2,47.5,9.4,0,1,2.71,10.45
12327,2025-07-26 22:42:18,33767,95310,CARRIER_D,oversize,857.2,6.1,2.9,0,1,2.01,3.27
12328,2024-11-08 12:32:52,89670,95565,CARRIER_B,oversize,2285.2,6.3,5.4,0,0,2.84,5.66
12329,2025-07-26 01:04:16,91875,42562,CARRIER_C,standard,2778.0,43.8,4.6,0,1,2.16,8.85
12330,2024-11-06 15:31:49,17976,26015,CARRIER_E,standard,2108.7,14.0,8.6,0,0,1.71,7.32
12331,2024-06-13 07:43:31,48791,76413,CARRIER_E,perishable,1086.5,8.4,8.5,1,0,2.93,6.09
12332,2025-12-24 03:44:45,45888,63634,CARRIER_A,oversize,146.9,71.5,3.6,0,0,1.4,3.71
12333,2025-01-19 08:00:37,51375,86499,CARRIER_C,perishable,2992.0,54.1,5.1,0,1,1.77,9.29
12334,2025-05-30 22:45:18,52163,65886,CARRIER_E,fragile,1509.0,69.0,8.8,0,0,1.18,8.73
12335,2025-03-07 14:57:08,04909,36210,CARRIER_C,fragile,2695.6,3.5,3.6,0,0,2.27,6.7
12336,2024-09-19 04:54:41,87305,00036,CARRIER_C,fragile,2054.9,24.6,4.5,0,0,2.63,5.89
12337,2025-12-10 15:53:32,24781,13987,CARRIER_A,oversize,1560.2,45.4,9.2,1,0,1.41,7.03
12338,2024-09-28 04:43:17,25914,34120,CARRIER_C,fragile,2190.5,58.7,8.7,0,1,1.91,8.65
12339,2025-12-25 22:59:00,81092,36148,CARRIER_E,perishable,126.0,71.0,2.1,0,0,1.36,5.87
12340,2024-11-10 11:33:43,96959,32168,CARRIER_E,fragile,316.2,15.3,2.7,0,1,0.3,2.23
12341,2024-01-17 12:48:37,90203,85616,CARRIER_E,standard,2809.6,10.9,8.4,0,0,1.06,9.27
12342,2024-01-27 19:11:51,29195,52031,CARRIER_D,perishable,2786.9,55.2,5.8,0,1,2.03,10.11
12343,2025-12-11 18:28:44,74559,42443,CARRIER_C,oversize,2216.0,30.1,6.8,0,0,1.77,7.79
12344,2025-01-20 07:20:36,16299,13116,CARRIER_B,oversize,387.0,47.6,8.3,0,0,2.06,4.5
12345,2024-10-09 23:23:05,40409,55493,CARRIER_C,oversize,974.9,54.5,5.2,0,0,2.37,5.73
12346,2025-08-15 07:23:39,25358,11531,CARRIER_C,perishable,1514.0,31.5,3.6,0,0,0.25,5.73
12347,2025-03-26 12:27:19,22706,44109,CARRIER_C,perishable,789.3,47.9,1.6,0,0,0.84,4.55
12348,2025-04-27 05:08:51,88107,12878,CARRIER_E,oversize,1792.6,19.6,6.7,1,1,2.72,8.09
12349,2025-05-15 09:03:57,88846,85341,CARRIER_B,oversize,1088.2,27.7,5.1,1,0,2.98,5.75
12350,2024-05-24 20:19:59,15241,30988,CARRIER_A,perishable,2727.7,16.3,4.9,0,0,0.65,6.78
12351,2024-03-05 10:28:22,36988,43748,CARRIER_D,oversize,2563.3,31.1,3.6,0,0,2.68,7.99
12352,2025-06-15 11:09:35,03192,19161,CARRIER_C,standard,2602.5,25.6,3.7,0,1,0.3,7.88
12353,2024-01-16 22:05:17,82576,42333,CARRIER_B,fragile,2606.2,54.9,4.7,0,0,2.43,9.24
12354,2025-06-09 04:54:53,29159,12632,CARRIER_C,fragile,2434.8,40.8,5.5,0,0,1.22,8.02
12355,2024-04-04 20:26:30,59893,80903,CARRIER_A,perishable,600.1,37.9,5.7,0,0,0.59,3.79
12356,2024-07-10 15:41:13,54455,56243,CARRIER_C,fragile,1901.9,19.2,9.1,0,0,1.86,7.41
12357,2025-05-31 15:55:44,19827,23949,CARRIER_C,standard,501.5,47.8,6.5,0,1,2.42,5.06
12358,2025-03-30 16:45:50,35665,24743,CARRIER_E,fragile,1955.7,45.2,8.8,0,1,2.47,8.47
12359,2025-07-24 12:31:20,11113,99951,CARRIER_B,fragile,2961.7,36.8,6.5,0,0,1.37,8.72
12360,2025-03-21 23:49:37,16071,05898,CARRIER_C,oversize,1524.2,61.8,3.1,0,0,2.53,5.99
12361,2024-02-04 22:19:04,84799,54341,CARRIER_B,perishable,2434.2,22.9,0.1,0,1,0.38,5.35
12362,2025-09-05 01:04:45,36418,76475,CARRIER_C,perishable,2964.7,54.8,8.3,0,0,2.41,10.06
12363,2024-06-06 11:50:33,45338,73707,CARRIER_D,standard,1870.3,4.1,7.8,0,0,0.85,5.6
12364,2024-04-09 07:59:12,69257,08230,CARRIER_E,perishable,2665.2,67.1,3.2,0,0,0.22,9.49
12365,2025-10-03 08:00:11,87760,96459,CARRIER_C,perishable,2781.0,13.3,5.1,0,0,0.76,7.53
12366,2024-05-22 05:34:14,43610,86389,CARRIER_C,fragile,1468.0,31.4,0.9,0,0,0.6,4.74
12367,2025-01-26 07:59:13,87111,59925,CARRIER_C,standard,2316.2,53.9,1.8,0,1,2.06,7.7
12368,2024-12-20 18:11:08,57272,26560,CARRIER_B,perishable,807.3,36.2,1.5,0,0,1.29,3.29
12369,2025-07-15 17:48:22,05114,94682,CARRIER_E,standard,26.8,55.8,6.6,0,0,0.53,4.92
12370,2024-02-02 05:25:22,94705,99511,CARRIER_A,perishable,1852.2,19.8,4.0,0,0,0.13,4.38
12371,2024-03-18 21:14:01,26183,24757,CARRIER_E,oversize,2330.9,69.7,2.1,1,0,0.61,10.2
12372,2024-10-30 09:12:37,74823,44589,CARRIER_E,perishable,2057.9,47.4,5.4,0,0,1.56,8.64
12373,2024-12-11 11:33:12,87084,89234,CARRIER_A,oversize,407.6,43.6,3.2,0,0,2.58,2.55
12374,2025-07-29 09:35:51,80383,62168,CARRIER_A,standard,2252.6,71.0,1.4,0,0,1.58,7.52
12375,2025-03-18 04:25:25,60884,51114,CARRIER_C,oversize,2181.6,7.3,7.4,0,0,1.36,5.53
12376,2024-04-18 13:28:34,28801,31326,CARRIER_A,oversize,2005.0,7.3,1.4,0,0,2.01,3.85
12377,2025-12-15 14:00:11,64649,24028,CARRIER_A,fragile,2918.2,20.6,1.6,0,0,0.26,7.09
12378,2024-12-01 18:18:06,51138,04211,CARRIER_D,fragile,631.7,62.6,0.3,1,1,0.14,5.46
12379,2025-12-05 03:38:08,66233,59440,CARRIER_E,fragile,2264.5,58.5,5.3,0,0,1.18,9.05
12380,2025-12-23 12:45:25,34459,82467,CARRIER_C,fragile,313.5,1.6,5.7,0,0,0.45,1.89
12381,2024-02-07 17:19:27,68752,85847,CARRIER_D,standard,1003.7,35.6,9.8,0,0,1.69,6.43
12382,2025-01-04 07:43:07,48452,30848,CARRIER_D,perishable,2598.9,33.1,7.8,0,1,2.65,9.35
12383,2024-11-04 02:02:58,97128,60420,CARRIER_D,standard,2093.0,24.5,4.5,1,0,1.79,8.64
12384,2024-12-29 18:38:00,11187,56832,CARRIER_C,fragile,1254.8,27.4,9.5,0,1,0.08,5.61
12385,2024-08-14 06:09:03,72396,31391,CARRIER_D,oversize,2061.3,44.6,1.2,0,0,1.21,7.08
12386,2025-02-11 22:03:48,51847,77725,CARRIER_D,standard,1467.7,17.8,3.3,0,0,2.26,5.49
12387,2024-12-25 07:16:40,57543,39927,CARRIER_D,standard,519.3,28.6,4.6,0,0,1.94,3.87
12388,2024-05-15 18:47:47,52581,09558,CARRIER_B,perishable,2011.6,54.9,5.4,0,0,1.96,7.87
12389,2024-07-29 14:43:18,13578,61303,CARRIER_C,fragile,1340.2,8.2,2.0,0,0,2.18,3.3
12390,2024-04-17 10:18:40,57497,14141,CARRIER_B,standard,1977.7,28.5,9.5,0,0,0.66,6.97
12391,2025-09-07 19:52:58,41892,00512,CARRIER_A,standard,252.9,38.4,7.3,0,1,2.49,2.59
12392,2025-05-09 11:15:11,23460,36204,CARRIER_D,fragile,1500.6,33.0,3.8,0,0,2.42,6.06
12393,2024-10-09 21:33:35,92495,58651,CARRIER_C,standard,1408.0,62.4,1.3,1,0,0.55,7.25
12394,2024-10-15 21:50:04,22145,47122,CARRIER_B,standard,713.4,32.5,3.2,0,0,2.66,3.62
12395,2024-02-27 17:49:07,42151,50718,CARRIER_C,fragile,1839.8,53.7,1.7,0,0,1.03,6.42
12396,2024-07-30 15:09:50,36772,93531,CARRIER_B,fragile,269.1,3.4,1.7,0,0,2.89,0.63
12397,2025-11-05 19:52:47,45354,26766,CARRIER_C,oversize,1954.2,70.5,5.7,0,0,1.03,8.78
12398,2024-01-23 21:58:52,53769,35277,CARRIER_A,fragile,864.0,33.4,6.7,0,0,2.02,3.68
12399,2024-04-16 16:04:22,63017,76587,CARRIER_A,fragile,1160.9,5.9,8.6,0,0,0.29,3.4
12400,2025-09-09 14:48:16,33677,79891,CARRIER_B,perishable,2879.6,46.5,4.4,0,0,2.92,9.03
12401,2025-01-14 20:08:50,34700,76712,CARRIER_B,fragile,29.8,15.8,5.7,0,0,0.3,1.96
12402,2024-01-24 14:24:06,70614,27554,CARRIER_D,oversize,1462.0,13.6,1.8,0,0,1.07,4.98
12403,2024-12-23 12:42:46,69735,15089,CARRIER_D,fragile,446.2,19.3,0.2,0,0,2.51,3.18
12404,2025-07-01 11:42:15,58512,53621,CARRIER_B,standard,1802.1,51.4,9.8,0,0,2.36,7.18
12405,2024-09-08 21:39:45,51911,05273,CARRIER_B,oversize,2931.4,40.6,0.7,0,1,2.59,7.45
12406,2024-10-05 20:26:22,11284,36119,CARRIER_B,oversize,2382.8,66.2,3.8,0,1,0.9,8.33
12407,2025-04-05 20:41:19,56618,46277,CARRIER_B,perishable,2694.1,51.1,1.6,0,1,0.18,7.48
12408,2025-03-13 01:00:37,22390,88140,CARRIER_A,oversize,2738.8,20.3,7.7,0,0,1.81,7.25
12409,2025-10-21 03:02:09,07296,82514,CARRIER_C,oversize,2774.1,66.6,9.5,0,0,0.58,10.33
12410,2024-06-29 19:19:06,60460,41705,CARRIER_C,perishable,2304.4,46.1,0.8,0,1,0.58,6.95
12411,2024-07-20 12:44:48,52336,45784,CARRIER_A,standard,427.2,64.6,0.2,0,1,1.78,3.22
12412,2024-04-23 10:36:07,53195,56435,CARRIER_B,standard,2774.6,27.4,5.1,0,0,0.09,7.95
12413,2025-04-30 09:24:10,73268,33472,CARRIER_A,oversize,915.2,38.4,1.1,0,0,0.11,3.33
12414,2025-01-24 08:57:27,33919,86027,CARRIER_B,oversize,770.6,70.9,2.2,0,0,2.33,5.2
12415,2024-09-10 06:35:17,33576,00153,CARRIER_B,standard,2983.0,27.6,9.0,1,0,1.95,10.13
12416,2025-05-22 19:13:19,17188,90851,CARRIER_A,fragile,2868.0,2.3,9.3,0,0,1.48,6.85
12417,2024-10-01 23:33:17,07596,29863,CARRIER_D,perishable,532.7,58.3,10.0,1,0,2.04,6.7
12418,2024-05-22 17:02:33,92043,64687,CARRIER_D,standard,2921.8,15.9,2.1,1,0,2.74,8.77
12419,2025-01-29 02:06:47,28810,48319,CARRIER_E,standard,2550.5,60.5,5.6,0,0,0.08,9.2
12420,2024-11-14 13:00:31,44943,38714,CARRIER_B,perishable,2014.6,45.6,6.1,0,0,1.28,7.56
12421,2024-10-22 22:32:29,90737,26475,CARRIER_B,perishable,735.2,68.0,5.6,0,0,1.02,5.27
12422,2024-11-20 14:21:18,21254,95269,CARRIER_B,oversize,1460.8,45.8,7.1,0,0,1.66,6.18
12423,2025-10-29 08:48:50,17489,88508,CARRIER_B,perishable,164.8,42.1,0.4,0,0,1.09,2.19
12424,2024-06-06 15:57:16,72089,89949,CARRIER_B,standard,1562.8,11.4,9.1,0,0,2.47,5.38
12425,2024-07-20 08:14:15,35449,79368,CARRIER_A,fragile,253.4,17.7,7.3,0,1,0.87,1.75
12426,2025-02-16 11:39:58,25592,34428,CARRIER_E,standard,2312.4,25.9,1.5,0,1,0.42,6.75
12427,2024-02-04 02:15:05,77943,19636,CARRIER_A,standard,141.1,40.1,4.5,0,1,1.4,2.45
12428,2024-04-16 12:47:35,26563,55106,CARRIER_B,perishable,1949.6,20.6,1.1,0,0,1.7,4.87
12429,2025-02-17 10:13:42,00539,77440,CARRIER_B,perishable,1607.6,43.4,3.0,0,0,1.72,5.75
12430,2025-01-07 02:48:19,82705,28766,CARRIER_B,oversize,2697.9,33.4,3.9,0,0,1.19,7.4
12431,2025-04-21 13:24:37,97055,65593,CARRIER_C,fragile,1473.9,32.2,0.5,1,0,1.91,5.45
12432,2024-03-23 19:19:12,90784,36019,CARRIER_C,oversize,1627.1,42.1,9.6,0,1,0.6,7.02
12433,2025-09-15 07:54:44,11532,65608,CARRIER_A,perishable,2829.6,16.3,9.4,0,0,0.92,8.2
12434,2024-12-20 10:42:10,46808,62428,CARRIER_D,oversize,1972.4,28.5,4.1,0,0,2.75,7.15
12435,2024-04-23 04:03:46,88456,12663,CARRIER_C,fragile,234.9,18.5,7.6,0,0,0.37,2.67
12436,2024-08-15 11:12:55,63228,43703,CARRIER_E,oversize,670.6,5.5,0.2,0,0,0.83,3.03
12437,2024-06-15 01:02:31,29890,93470,CARRIER_B,fragile,507.8,46.9,7.0,0,1,1.65,4.77
12438,2024-11-26 03:21:18,36100,26220,CARRIER_D,perishable,203.9,11.1,9.2,0,0,2.74,3.34
12439,2024-12-08 15:34:24,31346,76903,CARRIER_D,oversize,2261.5,9.7,3.3,0,1,2.47,6.48
12440,2024-11-12 15:17:19,63362,53032,CARRIER_C,fragile,1158.4,28.1,1.1,0,0,0.92,4.45
12441,2024-12-02 12:51:18,65270,80140,CARRIER_B,oversize,1980.2,10.5,6.1,0,0,1.24,5.59
12442,2025-10-24 18:59:17,72801,26754,CARRIER_A,standard,1880.6,38.6,7.4,0,0,2.03,6.74
12443,2025-12-01 04:15:10,27820,10677,CARRIER_E,standard,2678.7,26.3,9.3,0,0,2.26,9.79
12444,2024-12-23 15:40:18,72100,68952,CARRIER_A,fragile,1205.6,27.7,0.5,0,0,2.32,3.06
12445,2025-12-04 00:10:06,43949,14027,CARRIER_E,fragile,2453.3,55.7,9.2,0,0,1.9,10.22
12446,2025-08-20 12:06:02,04070,77904,CARRIER_E,fragile,1777.2,50.1,8.4,0,0,0.17,9.62
12447,2025-08-21 13:41:24,78123,20596,CARRIER_E,perishable,692.3,25.5,6.0,0,0,2.42,4.63
12448,2024-06-13 17:25:47,09861,48784,CARRIER_E,standard,1180.5,64.4,0.4,0,0,1.33,6.66
12449,2024-11-16 01:13:38,00939,33787,CARRIER_E,perishable,1773.5,54.0,0.9,1,1,0.01,7.63
12450,2024-09-14 00:29:26,70795,40215,CARRIER_B,perishable,2690.0,66.5,0.2,1,1,2.17,9.17
12451,2024-03-11 09:49:27,08706,49587,CARRIER_A,fragile,2495.8,3.7,6.8,0,0,1.86,5.41
12452,2024-02-24 19:33:57,53183,67177,CARRIER_B,perishable,138.6,40.6,5.9,0,1,1.52,3.0
12453,2025-03-30 09:01:56,33514,17034,CARRIER_E,fragile,598.2,18.2,5.1,0,1,1.94,4.22
12454,2024-11-03 03:30:04,94332,39293,CARRIER_D,oversize,1646.9,58.3,8.9,0,1,1.73,8.54
12455,2025-08-25 18:38:59,30919,04813,CARRIER_B,perishable,2286.4,54.9,0.8,1,0,1.81,7.82
12456,2025-05-03 03:37:19,10356,99256,CARRIER_D,perishable,821.0,56.0,0.8,0,1,0.03,5.1
12457,2024-03-03 04:14:03,13586,88879,CARRIER_A,oversize,389.5,40.6,0.6,0,1,2.05,2.27
12458,2025-09-03 20:41:11,98967,82787,CARRIER_D,oversize,955.1,49.3,2.7,0,0,1.39,5.58
12459,2024-12-28 03:36:20,96168,96610,CARRIER_A,standard,102.2,71.3,7.1,0,1,2.77,3.77
12460,2025-02-17 02:49:45,13352,51171,CARRIER_A,standard,2607.2,21.2,1.0,0,0,2.32,5.99
12461,2025-12-05 22:49:07,33658,15450,CARRIER_A,standard,1372.9,28.5,3.3,0,0,0.61,3.53
12462,2025-04-12 06:04:23,03143,49083,CARRIER_C,standard,2586.1,57.9,9.5,0,1,2.62,9.89
12463,2024-01-17 06:27:06,82143,51687,CARRIER_D,oversize,2413.3,21.8,8.6,0,0,1.19,7.74
12464,2024-05-09 09:43:09,89899,51589,CARRIER_D,perishable,2974.6,38.1,1.4,0,0,0.5,8.29
12465,2024-11-07 05:37:03,70619,18576,CARRIER_E,standard,1353.4,11.3,5.9,0,0,0.6,5.52
12466,2024-01-28 03:50:59,50404,51141,CARRIER_D,standard,1791.3,20.4,9.5,0,1,2.52,6.73
12467,2024-05-02 06:07:10,36937,58197,CARRIER_D,standard,1100.1,29.0,6.5,0,0,1.41,5.48
12468,2025-07-31 22:22:34,28668,09857,CARRIER_A,perishable,2149.8,13.0,7.5,0,0,0.12,5.12
12469,2024-04-14 05:39:57,71291,31454,CARRIER_B,standard,1876.2,47.6,2.9,0,1,2.57,5.84
12470,2024-05-01 22:30:33,57180,40484,CARRIER_D,fragile,1784.3,14.6,7.1,0,0,2.94,6.86
12471,2025-01-03 10:01:41,46547,94413,CARRIER_C,oversize,186.6,68.0,0.4,0,0,2.49,3.31
12472,2024-03-07 13:17:24,37752,25490,CARRIER_C,standard,1437.3,20.2,3.0,0,0,2.06,4.72
12473,2024-07-05 15:35:12,73034,77651,CARRIER_B,standard,2689.0,55.7,6.1,0,0,0.39,9.23
12474,2025-11-15 10:05:30,98861,41040,CARRIER_B,perishable,1831.8,51.3,5.3,0,1,2.75,6.37
12475,2025-04-05 23:24:49,12238,35173,CARRIER_A,standard,1865.5,54.3,9.2,1,1,2.81,8.41
12476,2025-12-04 08:53:39,77398,29648,CARRIER_B,oversize,587.1,39.2,5.0,0,0,1.39,4.35
12477,2024-09-15 14:27:41,45339,41033,CARRIER_C,standard,345.1,42.8,7.3,0,1,2.22,4.65
12478,2025-03-25 20:49:39,65593,91396,CARRIER_B,fragile,642.1,65.9,5.2,0,0,1.79,4.83
12479,2024-06-23 03:33:49,79902,89424,CARRIER_D,oversize,568.1,65.8,0.1,0,1,1.84,5.62
12480,2024-10-03 09:43:30,32209,14639,CARRIER_C,perishable,1827.1,25.6,1.1,0,0,1.76,4.81
12481,2024-05-07 11:58:14,20010,48699,CARRIER_A,oversize,2866.0,28.6,4.7,0,0,1.55,7.02
12482,2025-08-31 06:21:24,02584,86031,CARRIER_D,fragile,1712.4,31.7,7.3,0,1,1.71,6.92
12483,2024-05-14 08:29:46,96571,17300,CARRIER_E,perishable,1814.5,17.4,6.7,0,0,1.4,7.31
12484,2024-05-29 10:41:37,79736,52338,CARRIER_B,oversize,134.4,51.6,3.2,0,0,2.2,3.17
12485,2024-12-04 13:54:59,71914,39413,CARRIER_D,fragile,599.0,4.5,3.8,1,0,0.1,4.23
12486,2024-11-09 10:57:12,04780,73457,CARRIER_D,oversize,2522.6,37.0,7.6,0,1,0.04,9.51
12487,2024-08-17 02:26:56,92259,94836,CARRIER_C,oversize,1171.7,64.9,4.1,0,1,0.55,6.82
12488,2024-09-17 14:56:35,11313,85207,CARRIER_A,fragile,2071.6,24.2,9.5,0,0,2.53,6.76
12489,2024-08-03 08:50:39,29007,76355,CARRIER_E,standard,55.4,15.2,9.1,0,1,1.42,3.82
12490,2025-10-28 06:30:13,58899,31042,CARRIER_A,standard,2781.8,29.9,0.5,0,0,2.62,6.35
12491,2025-02-27 16:08:39,01170,14202,CARRIER_E,fragile,434.6,18.0,7.0,0,0,2.66,3.88
12492,2025-11-02 10:30:01,75692,16127,CARRIER_A,fragile,711.4,14.5,9.2,0,1,1.71,3.14
